code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	forest	geology	surface
3217	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	2	0	0	0	1	2	1	0	0	1	3	1
2605	8	0	3	0	0	0	0	24	1	20	16	0	5	7	0	1	0	0	0	2	12	1	9	27	110	0	0	7	3	10.5
3013	10	5	3	4	2	6	0	20	2	39	40	2	28	23	4	4	5	0	55	7	17	1	10	54	139	1	0	7	3	16.435
2316	0	0	0	1	0	0	1	2	4	12	18	7	2	1	0	4	0	0	0	0	3	0	5	16	16	22	8	6	6	9
1095	3	1	0	0	0	0	13	21	0	50	46	25	33	0	1	0	0	0	149	0	21	1	19	41	42	143	29	1	5	30.5
1806	1	0	1	0	0	0	13	1	4	45	42	56	38	4	1	0	0	0	0	2	2	0	10	8	2	48	33	7	2	19.5
936	1	0	0	0	0	0	0	0	0	24	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	5.5
2295	10	17	2	0	0	1	0	69	3	4	64	8	62	0	0	0	6	0	1	0	8	1	13	55	44	9	0	5	6	10
3435	1	0	0	0	0	1	5	1	6	15	20	3	4	1	0	1	2	0	9	1	2	0	2	3	8	13	0	1	6	13.5
2232	10	0	1	2	0	5	0	7	0	26	16	0	32	2	0	3	0	0	0	3	26	4	18	10	71	0	0	7	3	16.5
3412	2	0	0	0	1	0	0	0	2	4	14	0	4	1	0	0	5	0	3	0	2	0	0	1	2	14	12	5	6	7.5
2399	6	0	0	3	0	0	0	7	0	15	14	0	2	21	1	4	0	0	8	1	11	2	9	16	93	1	0	7	3	9.125
2412	2	0	0	0	1	1	4	4	10	4	38	12	40	2	2	0	1	0	92	0	0	0	13	25	38	7	0	2	6	18.5
1886	0	0	0	0	0	0	0	0	2	5	11	4	16	0	5	0	0	1	0	1	5	0	5	0	9	0	0	5	6	4.5
3106	0	2	0	1	0	0	1	8	3	0	7	10	8	5	1	2	9	0	4	0	1	0	0	3	7	20	0	5	6	3.5
2821	0	3	0	0	0	1	1	0	0	5	4	5	7	1	1	0	1	1	2	0	1	0	0	23	13	1	0	4	3	1.55
339	2	0	0	0	0	0	1	0	0	3	3	1	4	0	1	0	0	0	8	2	0	0	1	2	0	8	12	1	5	2.5
1735	0	0	0	0	0	0	0	1	1	9	6	0	0	4	1	0	0	0	0	0	2	0	0	1	1	3	0	5	6	4.5
2589	1	1	0	0	0	6	5	4	1	14	35	13	11	5	1	12	1	0	0	4	3	3	9	3	12	51	4	7	6	16
1539	1	0	0	0	0	0	0	0	0	95	6	3	6	2	0	1	0	0	0	3	0	0	1	0	3	3	0	5	6	8
2866	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	4	3	0.2
1268	0	0	2	0	0	0	0	29	1	6	2	2	11	2	2	2	0	0	13	0	4	0	3	14	19	1	0	1	3	5
3199	4	2	1	1	1	1	0	4	0	5	36	1	2	0	4	0	2	0	7	2	3	1	4	11	21	0	0	7	3	8
179	2	0	0	2	1	0	1	0	3	88	10	6	5	4	5	1	1	0	32	7	12	1	1	1	0	25	0	6	5	15.5
547	7	6	0	5	1	1	5	0	0	25	45	19	30	0	0	0	3	0	0	2	7	1	2	34	2	69	36	1	5	21.5
1987	0	0	0	0	0	0	0	2	0	8	13	6	7	1	2	0	0	0	0	2	2	0	3	1	3	23	16	5	2	7.5
2272	0	2	1	0	1	0	0	3	2	3	24	10	17	0	2	0	2	0	0	0	5	0	3	6	20	12	1	5	6	7
1782	3	0	0	0	0	0	0	0	1	17	7	1	0	8	0	0	0	0	0	0	6	0	0	0	4	2	0	5	6	5
1111	3	0	0	0	0	1	0	0	0	32	2	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	3	5
328	0	0	0	1	0	1	2	5	2	4	13	3	0	0	0	0	0	0	166	1	0	0	14	6	0	16	55	1	5	7
1251	12	0	0	0	0	0	0	0	0	66	10	0	10	8	0	0	0	0	0	1	6	0	0	1	2	0	0	5	3	4
1866	0	0	0	1	0	0	0	8	0	11	4	1	7	1	0	3	0	0	2	0	3	0	0	5	31	0	0	7	3	3.5
3069	0	0	2	0	0	0	1	5	0	3	4	4	1	1	0	0	1	0	4	0	1	0	1	8	0	5	0	5	6	2
1872	2	0	0	0	0	0	0	0	0	5	7	0	3	0	0	0	2	0	0	1	0	0	0	2	3	0	0	5	6	2.5
2599	11	2	1	1	0	1	0	2	2	45	39	4	21	0	1	6	0	0	0	1	6	2	4	14	65	0	0	7	3	15.935
1129	2	0	0	0	0	1	0	8	1	9	6	0	8	1	3	0	0	0	0	0	1	0	0	5	16	0	0	1	1	5
537	0	1	0	0	8	0	40	15	0	15	0	0	0	0	0	5	22	1	132	0	0	0	1	7	0	7	0	2	5	24
38	1	1	0	0	0	3	3	18	3	1	5	0	3	0	0	1	2	0	3	2	0	2	6	7	5	14	2	6	5	10.5
2404	0	0	0	6	0	0	0	0	0	3	7	8	6	2	0	0	1	1	2	0	3	0	0	11	22	0	0	7	3	2
2398	1	1	0	5	0	0	0	4	0	4	4	0	6	9	0	8	0	0	0	1	5	5	1	4	54	0	0	7	3	5
579	2	4	1	5	9	6	6	73	0	5	29	18	24	0	1	5	0	0	145	5	10	3	10	5	18	112	29	1	5	25
1757	0	0	0	0	0	0	2	0	1	28	10	22	0	0	3	0	0	0	0	2	3	0	1	1	7	18	18	5	2	10.5
2507	2	1	10	0	0	3	0	6	0	14	128	10	51	5	14	12	0	1	2	0	30	4	15	34	60	0	0	1	3	16.5
1060	1	0	0	0	0	0	0	0	0	5	1	0	5	3	0	0	1	0	0	2	2	0	0	0	0	1	0	2	3	5
2348	11	5	2	1	0	1	0	48	2	23	55	1	26	0	2	7	1	0	1	7	24	2	14	64	142	0	0	7	3	17.5
1513	8	0	1	0	1	0	4	0	5	32	45	44	39	6	5	0	0	0	1	1	10	1	9	4	7	41	32	1	1	19.5
3039	0	0	1	0	0	0	7	2	0	17	35	32	15	8	1	0	3	3	0	4	1	0	5	2	5	61	24	1	6	14.5
1283	2	0	0	0	0	2	0	1	0	68	9	0	4	9	0	0	0	0	0	2	4	0	0	0	1	9	0	5	3	5.5
691	2	0	0	0	0	0	1	0	0	7	19	13	43	0	0	0	0	0	0	1	4	0	5	1	3	13	1	1	1	9.7539446159
3540	1	4	2	0	0	2	1	2	0	25	29	23	25	1	0	0	0	1	30	1	5	1	7	18	13	16	3	1	3	9.5
2701	7	0	0	0	0	0	0	1	0	19	32	0	18	11	0	4	1	0	0	3	11	0	6	5	28	0	0	7	3	10
2790	1	0	0	0	0	0	2	5	1	6	22	11	16	1	0	2	2	0	0	0	1	3	3	8	16	5	0	7	6	7
1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0.5
1633	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	5	6	0.5
479	0	1	0	0	0	0	16	1	1	25	11	7	8	0	0	0	1	0	0	0	0	0	0	1	1	29	33	7	1	6.5
1149	6	0	0	0	0	0	0	0	0	109	10	0	15	3	0	0	0	0	0	3	12	0	0	0	2	0	0	2	3	4.5
1016	7	0	0	0	0	0	0	1	0	1	0	0	3	3	0	0	0	0	0	14	0	0	0	0	0	0	0	5	6	4.5
1187	2	0	0	0	0	0	0	0	0	36	4	0	2	4	0	0	1	0	0	2	2	0	0	1	3	1	0	5	3	5
1883	3	0	0	0	0	0	0	0	0	12	11	1	5	0	1	0	1	0	0	2	0	0	0	0	0	15	2	5	6	4
2126	9	0	0	1	0	0	0	2	0	15	38	2	32	1	1	3	0	0	0	1	15	1	1	3	19	0	0	7	3	10.25
2963	1	3	2	0	0	0	5	0	0	31	52	42	14	13	0	3	2	7	0	1	4	0	10	8	13	104	98	7	6	20.5
3282	4	4	0	0	1	1	0	12	1	21	32	9	14	4	1	1	3	0	7	2	7	0	2	46	61	0	0	1	3	9.875
2560	0	1	1	0	0	2	0	3	1	14	26	3	89	8	30	0	0	0	2	0	17	0	12	6	80	0	0	1	3	9.5
1431	3	0	0	0	0	1	1	0	0	43	5	0	6	7	0	0	0	0	0	6	5	0	0	0	0	4	0	2	6	10.5
1594	4	1	0	0	1	1	2	2	6	31	44	37	10	1	7	2	0	2	15	10	11	0	12	12	19	10	6	1	6	19
1201	6	0	0	0	0	0	0	0	2	77	26	0	8	2	3	4	0	0	1	2	1	0	2	2	2	0	0	5	3	10.5
858	5	7	0	0	8	1	37	24	0	0	2	5	5	0	0	0	25	5	32	0	0	0	9	51	0	30	8	4	5	11.5
572	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	7	5	1
3675	0	3	0	0	0	3	0	4	3	9	3	0	2	1	0	0	1	0	15	7	0	0	2	14	12	12	0	1	6	5
2443	2	0	1	1	0	0	0	4	1	16	27	2	18	0	3	3	0	0	0	0	17	0	8	8	66	1	0	7	3	10
1291	0	0	0	0	0	0	0	0	0	13	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	3	1
973	1	0	0	0	0	0	0	0	0	35	2	0	2	2	0	0	0	0	0	14	5	0	0	0	0	0	0	2	3	6
48	0	0	0	0	1	0	0	14	0	3	1	0	0	0	1	0	0	0	0	0	5	0	5	4	2	0	0	5	5	2.5
3246	1	4	0	0	0	0	2	3	1	23	17	0	16	1	0	1	2	0	9	2	2	2	3	10	6	4	0	1	3	5.5
2965	2	1	0	0	0	1	8	1	3	16	49	13	16	23	6	5	7	4	0	1	4	0	2	3	5	48	38	1	6	16.5
2984	2	4	22	1	0	0	0	0	0	62	73	3	33	2	7	8	0	2	39	3	17	2	6	40	94	0	0	7	3	16.5
3283	4	6	2	0	0	1	0	33	1	11	19	0	10	6	0	0	1	0	8	2	9	1	7	29	70	0	0	7	3	10
3249	5	1	0	4	0	0	0	2	0	13	21	2	24	12	2	1	1	0	13	2	14	1	7	17	17	3	0	1	3	10.5
460	1	0	0	4	6	1	7	3	1	48	25	30	31	0	3	2	1	0	0	0	0	0	2	6	6	75	93	7	1	17
1098	3	0	6	1	3	4	16	90	6	181	78	43	58	0	6	1	3	0	0	9	1	0	9	13	7	150	1	7	5	31.5
3004	9	3	3	0	0	0	0	2	0	11	33	11	13	1	1	2	2	0	0	1	3	0	3	7	30	0	0	1	6	8.25
1797	3	0	0	0	0	0	0	0	0	10	6	3	1	0	1	0	0	0	1	2	1	0	4	9	0	5	0	3	6	3.5
674	4	0	0	0	0	0	0	0	0	58	3	0	1	11	0	1	0	0	0	3	9	0	0	0	0	1	0	2	1	12
3488	0	2	0	0	1	0	0	5	0	14	0	0	4	19	0	0	0	0	0	0	1	0	0	2	0	0	0	3	6	3
1426	4	2	10	1	4	0	13	29	1	156	87	36	20	0	10	1	7	0	35	4	18	0	3	19	10	80	61	1	5	21.5
955	0	0	0	4	3	2	46	30	3	92	66	18	25	0	13	0	1	0	8	0	4	0	1	14	31	102	188	1	5	31
237	2	0	0	0	6	0	2	0	1	146	24	13	3	0	3	1	1	0	0	5	15	0	0	6	2	51	0	6	5	20
2373	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	6	0	7	3	1.5
892	3	0	3	0	4	8	4	6	2	129	31	34	53	0	1	0	0	0	217	1	16	0	11	3	17	50	0	1	5	26.5
2657	4	1	2	4	0	0	0	12	0	38	26	3	20	1	2	4	0	0	0	1	17	0	5	15	140	1	0	7	3	11.035
2142	0	0	1	0	0	0	0	0	0	11	21	0	18	0	0	0	0	0	0	2	1	0	0	2	0	8	0	5	6	6.5
3648	2	1	2	0	0	0	1	1	0	5	8	6	2	0	0	0	2	4	17	0	0	0	1	1	6	9	18	1	2	4
1905	18	0	0	7	0	2	0	3	1	6	5	0	2	236	16	1	0	0	0	0	0	24	12	16	46	0	0	7	3	18.5
2775	1	6	0	0	0	2	4	60	9	14	9	3	5	15	0	0	26	0	22	0	0	0	13	56	75	16	0	3	6	10
1353	2	0	0	0	0	1	0	26	0	17	12	5	11	0	1	4	0	0	32	1	2	0	1	9	13	4	0	2	3	5
3515	1	0	0	0	0	0	0	0	0	2	4	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	3	1.44
3682	0	0	0	0	0	0	5	0	1	22	6	0	1	11	0	1	0	0	23	1	4	0	1	0	0	8	0	1	2	8
1774	6	13	0	2	0	1	0	34	1	36	60	4	30	85	7	12	1	0	2	1	10	17	36	60	177	1	0	7	3	19.5
1242	3	0	0	0	0	0	0	35	0	7	7	0	3	0	0	0	0	0	85	1	1	1	1	4	18	0	0	2	1	5
205	10	1	0	1	3	1	6	1	1	187	23	16	8	0	0	1	0	0	0	5	13	0	0	2	4	62	2	7	5	21
875	4	0	0	0	0	0	0	1	0	30	2	0	5	2	0	0	0	0	0	1	3	0	3	3	2	1	0	2	1	6.5
3118	4	0	0	0	0	0	0	5	0	8	8	1	1	24	0	4	0	0	5	3	2	2	2	9	26	4	0	1	6	5
1036	1	0	0	0	0	0	2	0	0	19	7	1	4	1	0	0	0	0	0	2	1	0	2	0	0	29	0	2	3	5.5
730	7	0	0	0	0	0	0	0	0	22	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	15	0	2	1	5.1
2744	5	0	0	0	0	0	0	4	0	4	14	2	0	0	2	2	0	0	0	0	4	0	2	7	6	10	5	7	6	4.5
1037	0	0	0	0	0	0	0	1	0	19	9	0	2	1	1	0	0	0	0	2	3	0	2	2	0	5	0	1	1	5.5
3191	6	1	6	0	0	0	0	3	1	22	19	0	35	7	2	6	3	0	1	2	10	0	4	16	25	0	0	1	3	10
2367	3	0	0	0	0	0	0	2	2	8	18	2	3	0	0	1	1	0	0	0	4	0	4	7	10	26	0	6	6	4.5
410	5	1	0	2	0	0	1	0	1	16	30	12	34	0	2	0	1	0	0	1	2	0	4	0	0	18	6	7	5	10
1829	3	0	0	0	0	0	0	0	0	14	6	6	1	8	0	0	0	0	0	0	2	0	0	0	0	7	0	5	6	5.5
1451	1	2	0	0	0	2	3	4	0	27	6	3	6	3	2	0	3	0	134	1	0	0	5	11	6	13	0	6	6	8
50	1	0	0	0	1	0	0	37	0	1	2	0	2	0	0	1	0	1	2	0	1	1	6	8	0	3	0	6	5	4.5
669	3	0	0	0	0	3	0	20	1	14	6	0	12	0	0	1	1	0	26	3	2	0	1	12	7	5	0	2	1	10.5
1051	5	0	0	0	1	6	15	5	0	122	53	38	34	0	7	0	0	0	223	0	19	0	10	12	17	146	5	1	5	31.5
3248	7	2	3	1	2	2	0	10	0	33	44	0	21	4	3	1	3	0	12	0	5	0	10	12	24	10	0	1	3	10.5
2302	0	0	0	0	0	0	0	0	1	2	4	6	3	5	0	0	0	0	0	0	0	0	3	3	1	9	1	5	6	3
581	0	7	1	0	8	1	15	39	0	1	2	12	14	0	0	0	15	2	186	2	0	0	6	18	20	155	26	2	5	26.5
3363	0	1	0	0	0	0	0	0	4	28	19	2	3	7	0	2	4	2	1	1	2	0	1	3	1	19	2	5	6	6.5
1694	1	0	0	0	2	0	2	2	1	15	25	27	3	1	1	0	0	0	13	1	5	0	4	0	0	23	14	5	6	8
1702	2	1	0	0	0	0	0	0	1	15	24	14	29	0	9	0	0	0	0	0	6	0	2	3	0	5	5	2	6	10
2023	4	4	0	0	0	3	2	146	3	24	13	0	8	11	0	0	13	0	11	3	32	0	21	49	36	7	0	5	6	17
1486	1	2	0	0	0	2	3	1	0	6	3	0	8	2	0	0	1	0	0	7	0	0	1	2	10	23	0	2	6	10.5
982	3	0	0	0	1	1	1	3	0	18	4	0	8	12	0	0	1	0	1	5	0	0	0	12	0	7	0	2	1	10
56	4	0	0	0	0	1	2	3	2	3	4	1	3	0	2	1	0	0	17	6	7	2	8	2	2	5	0	6	5	10.5
2995	4	5	4	1	1	6	1	72	7	29	67	25	24	1	0	4	7	0	105	2	6	1	5	79	34	36	5	1	6	21
2405	0	2	0	0	0	0	1	28	1	0	17	0	13	0	0	0	3	0	4	0	1	0	4	18	33	6	0	6	6	3.5
3095	2	1	3	0	0	0	0	7	0	10	30	1	3	2	3	1	0	0	11	0	4	1	3	20	36	0	0	7	3	8.5
258	12	0	0	0	2	0	1	0	7	21	39	14	11	0	3	0	0	0	1	5	10	0	0	0	1	48	0	6	5	21.5
219	9	0	0	1	7	0	0	1	4	51	29	10	7	0	3	0	1	0	0	3	2	0	1	3	3	54	0	6	5	19.5
3167	0	0	1	0	0	0	0	6	0	8	12	0	5	0	0	0	2	0	11	0	1	0	1	10	17	1	0	1	3	5
2505	1	0	3	2	0	0	0	7	0	11	8	1	9	0	1	3	2	0	0	2	8	1	2	14	38	0	0	7	3	5.5
1308	2	0	0	0	0	1	0	0	0	1	2	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	5	6	3.5
1177	0	0	0	1	1	1	3	1	0	10	21	10	10	0	1	0	2	0	6	0	6	0	7	2	1	41	27	1	5	7
358	2	0	0	2	0	3	1	0	0	2	9	5	3	0	1	0	1	0	4	1	3	0	1	1	3	29	6	7	5	11
TGC	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1
